data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2772682,466,MLI2538,2538.0,"22 December 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)","Teachers (Mali)",7,27,"Western Africa",Mali,Mopti,Tenenkou,"Tenenkou Commune",Tenenkou,14.4572,-4.9167,2,"RFI; AFP",International,"On December 22, Katiba Macina (JNIM) militants abducted a teacher aboard a pirogue between Tenenkou and Mopti (coded as Tenenkou at geoprecision 2).",0,1548448831,MLI
2772722,466,MLI2533,2533.0,"21 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Islamic State (Greater Sahara)",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,WhatsApp,Other,"On December 21, five rockets or mortars fired by JNIM or ISGS militants struck the MINUSMA camp in Menaka, damaging a helicopter and three Corimecs.",0,1548448831,MLI
3027558,466,MLI2529,2529.0,"19 December 2018",2018,1,"Violence against civilians","Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,27,"Western Africa",Mali,Gao,Menaka,Anderamboukane,Anderamboukane,15.4275,3.0175,2,"Studio Tamani; Kibaru; Mouvement pour le Salut de l'AzawadMSA (Facebook )",Other-National,"On December 19, presumed ISGS militants aboard motorbikes coming from the well of Azolagh on the road from Tarbiya attacked a Bellah camp in Abougoulou, and killed at least six civilians including slitting the throat of the driver of a vehicle carrying marketgoers, which they also burned.",6,1550172283,MLI
3027557,466,MLI2530,2530.0,"19 December 2018",2018,1,"Battle-No change of territory","Military Forces of France",,8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Menaka,Menaka,Tissalatene,15.4898,2.553,2,"AFP; CNN; Menastream",Regional-International,"On December 19, French forces of Operation Barkhane conducted a combined air-ground operation 45km east of Akabar (coded as Akabar 45km E at geoprecision 2), and killed six ISGS militants and destroyed five motorbikes, U.S. equipment including a Glock 19 handgun and a laser sight seized by militants in Tongo Tongo was recovered.",6,1550172283,MLI
2772826,466,MLI2531,2531.0,"19 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Serma",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Douentza,Dallah,Dala,15.1066,-2.6396,2,"Menastream; AFP; Studio Tamani",Regional-International,"On December 19, a communal transport bus of the company Maiga was struck by an IED between Dansa and Dala (coded as Dala at geoprecision 2), six people including women were killed and seven others severely wounded, the IED was most likely planted by Katiba Serma militants.",6,1548448831,MLI
2772827,466,MLI2532,2532.0,"19 December 2018",2018,1,"Battle-No change of territory","Military Forces of France",,8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,2,Facebook,Other,"On December 19, French forces reportedly conducted an operation against presumed ISGS militants in the Gourma (coded as NDaki at geoprecicison 2), an individual abducted by the militants two weeks earlier was liberated but wounded in the process, he later succumbed to his wounds.",1,1548448831,MLI
3027559,466,MLI2525,2525.0,"18 December 2018",2018,1,"Battle-No change of territory","Islamic State (Greater Sahara)","Katiba Salaheddine",2,"Boutak Communal Militia (Mali)",,4,24,"Western Africa",Mali,Gao,Ansongo,Talataye,Agarnadamoss,16.2253,1.396,2,"Kibaru; Mouvement pour le Salut de l'AzawadMSA (Facebook )",National,"On December 18, presumed Katiba Salaheddine militants attacked a camp in the area of Boutak, killing one individual, local self-defense retaliated, forcing the assailants to withdraw.",0,1550172283,MLI
3027560,466,MLI2526,2526.0,"18 December 2018",2018,1,"Violence against civilians","Islamic State (Greater Sahara)","Katiba Salaheddine",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Gao,Ansongo,Talataye,Agarnadamoss,16.2253,1.396,2,"Kibaru; Mouvement pour le Salut de l'AzawadMSA (Facebook )",National,"On December 18, presumed Katiba Salaheddine militants attacked a camp in the area of Boutak, killing one individual, local self-defense retaliated, forcing the assailants to withdraw.",1,1550172283,MLI
2772896,466,MLI2528,2528.0,"18 December 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Bozo Ethnic Group (Mali)",7,37,"Western Africa",Mali,Segou,Macina,Macina,Soumouni,14.1373,-5.2356,2,"Studio Tamani",National,"On December 18, unknown gunmen killed a Bozo and wounded another between Soumouni and Sene Bamana (coded as Soumouni at geoprecision 2).",1,1548448831,MLI
2772895,466,MLI2527,2527.0,"18 December 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Koro,Koro,Gomso-Baroua,13.9911,-2.9124,2,"Studio Tamani",National,"On December 18, unknown gunmen abducted a man between Gomso-Baroua and Toumotogoro (coded as Gomso-Baroua at geoprecision 2).",0,1548448831,MLI
2772967,466,MLI2523,2523.0,"17 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Al Mourabitoune Battalion",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Kidal,Kidal,Anefif,Anefis,18.04,0.6011,2,Telegram,Other,"On December 17, Al-Mourabitoun (JNIM) militants detonated an IED against an armored MINUSMA vehicle between Anefis and Tabankort (coded as Anefis at geoprecision 2).",0,1548448831,MLI
2772966,466,MLI2522,2522.0,"17 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Al Mourabitoune Battalion",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Gao,Bourem,Tarkint,Almoustarat,17.37,0.09,2,Telegram,Other,"On December 17, Al-Mourabitoun (JNIM) militants detonated an IED against an armored MINUSMA vehicle and reportedly wounded three peacekeepers between Almoustarat and Tin-Toukar (coded as Almoustarat at geoprecision 2).",0,1548448831,MLI
3125025,466,MLI2524,2524.0,"17 December 2018",2018,1,Riots/Protests,"Rioters (Mali)","Dan Na Ambassagou",5,"Police Forces of Mali (2013-) Gendarmerie",,1,15,"Western Africa",Mali,Mopti,Bankass,Bankass,Bankass,14.0775,-3.5159,1,"Studio Tamani; aBamako",National,"On December 17, residents and Dozos in Bankass protested against the arrest of three Dozos accused of having burned a Fulani village, the protesters burned tires and ransacked the gendarmerie and a hangar belonging to chief of the Fulani neighborhood of the town.",0,1551123222,MLI
2773030,466,MLI2521,2521.0,"16 December 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,"Studio Tamani",National,"On December 16, unknown gunmen shot dead a man and wounded another near Gossi.",1,1548448831,MLI
2945424,466,MLI2512,2512,"15 December 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)","Labour Group (Mali); Health Workers (Mali)",7,27,"Western Africa",Mali,Mopti,Youwarou,"Bimbere Tama",Dogo,15.1686,-4.4312,1,"Figaro du Mali",National,"On December 15, presumed Katiba Macina militants abducted a merchant and a nurse in Dogo.",0,1548859314,MLI
2773106,466,MLI2519,2519.0,"15 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Islamic State (Greater Sahara)",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,2,"Studio Tamani",National,"On December 15, two rockets fired by JNIM or ISGS militants struck Menaka Airport damaging the runway.",0,1548448831,MLI
3027565,466,MLI2520,2520.0,"15 December 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,37,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,Kisal,Regional,"On December 15, unknown gunmen abducted a civilian in the village of Nokara.",0,1550172283,MLI
2773163,466,MLI2511,2511.0,"14 December 2018",2018,1,Riots/Protests,"Protesters (Mali)","Health Workers (Mali)",6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On December 14, employees at the Gabriel Toure hospital resumed their daily sit-ins.",0,1548448831,MLI
2773164,466,MLI2510,2510.0,"14 December 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)","Bozo Ethnic Group (Mali); Fishermen (Mali)",7,27,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,2,Twitter,Other,"On December 14, presumed Katiba Macina militants abducted 22 Bozo fishermen near Kouakourou.",0,1548448831,MLI
2773217,466,MLI2505,2505.0,"13 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Anchawadi,Tamkoutat,16.4032,0.9921,2,"Studio Tamani",National,"On December 13, unknown gunmen aboard motorbikes robbed a group of marketgoers in the area of Tamkoutat.",0,1548448831,MLI
2773218,466,MLI2507,2507.0,"13 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Government of Mali (2013-)",7,37,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Bore,15.1333,-3.4833,1,"Studio Tamani",National,"On December 13, unknown gunmen aboard motorbikes made an incursion into the school and mayor's office in Bore, the assailants fired gunshots in the air, burned a motorbike, and seized mobile phones before taking off.",0,1548448831,MLI
2773219,466,MLI2509,2509.0,"13 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Al Mansour",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Gao,Gao,N'tillit,Doro,16.1433,-0.8439,2,Twitter,Other,"On December 13, a transport vehicle was struck by an IED on the axis Doro-Tinkarazeina (coded as Doro at geoprecision 2), one killed and two wounded, the IED was most likely planted by Katiba Al Mansour militants.",1,1548448831,MLI
2773228,466,MLI2508,2508.0,"13 December 2018",2018,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Tuareg Ethnic Group (Mali); Herders (Mali)",7,37,"Western Africa",Mali,Tombouctou,Goundam,Gargando,Tin-Aghamine,16.5358,-4.3537,2,Kibaru,National,"On December 13, a young Tuareg herder discovered a mortar fuze which he tried to break with stones causing it to explode and killling him in the area of Tin-Aghamine about 20km northwest of Gargando (coded at approximate location).",1,1548448831,MLI
2773240,466,MLI2506,2506.0,"13 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Haribomo,"Tin Babou",16.2282,-2.8606,2,"WhatsApp; Facebook",Other,"On December 13, unknown gunmen attacked transport vehicle 45km north of Bambara-Maoude (coded as Tin Babou at approximate location, geoprecision 2), the occupants were stripped of their belongings.",0,1548448831,MLI
3125011,466,MLI2518,2518.0,"13 December 2018",2018,1,"Violence against civilians","Dan Na Ambassagou",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,2,HRW,International,"On December 13, Dan Na Ambassagou militiamen killed a dozen Fulani civilians in the village of Mora (coded as Ouro at geprecision 2).",12,1551123222,MLI
2773256,466,MLI2561,2561.0,"13 December 2018",2018,2,"Violence against civilians","Military Forces of Burkina Faso (2015-)",,1,"Civilians (Mali)","Arab Ethnic Group (Mali); Refugees/IDPs (Mali)",7,17,"Western Africa",Mali,Mopti,Douentza,Mondoro,Boulikessi,14.7953,-1.3181,2,Kibaru,National,"On December 13, the Burkinabe army arrested a displaced father and his three sons of the Arab community returning from Burkina Faso where they had sought refuge. They were arrested in the area of Boulikessi, the corps of the father was later found at the hospital of Djibo with signs of torture, the Burkinabe army admitted that the three sons were kept in detention.",1,1548448831,MLI
2773257,466,MLI2504,2504.0,"12 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Ansar Dine",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Amechechegh,20.5169,0.8303,2,Menastream,Regional,"On December 12, a civilian truck was struck by an IED in the valley of Amechechegh, northwest of Tessalit, three wounded, the IED was most likely planted by Ansar Dine militants.",0,1548448831,MLI
3028634,466,MLI2502,2502.0,"12 December 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Tenenkou,Matomo,Toye,14.0805,-4.9277,2,WhatsApp,Other,"On December 12, unknown gunmen attacked marketgoers in the area of Toye, six killed and six wounded.",6,1550172284,MLI
2773296,466,MLI2503,2503.0,"12 December 2018",2018,1,"Strategic development","Ansaroul Islam",,2,,,0,20,"Western Africa",Mali,Mopti,Douentza,Mondoro,Malgou,14.5902,-1.8996,2,WhatsApp,Other,"On December 12, three presumed Ansaroul Islam militants were killed while in the process of planting an IED in the area of Malgou.",3,1548448831,MLI
2773304,466,MLI2501,2501.0,"12 December 2018",2018,2,"Violence against civilians","Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Dawsahak Ethnic Group (Mali)",7,27,"Western Africa",Mali,Gao,Menaka,Menaka,Tissalatene,15.4898,2.553,2,"Reuters; RFI; Kibaru; Studio Tamani",National-International,"On December 11-12, presumed ISGS militants attacked Dawsahak camps in the area west of Tin Abaw and in Tabenkout-Tissalatene (respectively coded as Tin Abaw and Tissalatene at geoprecision 2), killing at least 42 individuals and wounding 3 others, fatalities split between events, grassland was also set blaze before the assailants withdrew toward the Nigerien border.",21,1548448831,MLI
3125012,466,MLI2516,2516.0,"12 December 2018",2018,1,"Violence against civilians","Dan Na Ambassagou",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,2,HRW,International,"On December 12, Dan Na Ambassagou militiamen killed seven Fulani civilians in the village of Kare (Gari).",7,1551123222,MLI
3027566,466,MLI2517,2517.0,"12 December 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Serma",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,Kisal,Regional,"On December 10, presumed Katiba Serma (JNIM) abducted a civilian in Nokara.",0,1550172283,MLI
2773324,466,MLI2500,2500.0,"11 December 2018",2018,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"Studio Tamani",National,"On December 11, women in Timbuktu staged a protest march to protest against gender-based violence and called on authorities to strengthen the protection of women.",0,1548448831,MLI
2773325,466,MLI2499,2499.0,"11 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","UN: United Nations",7,37,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"Reelle Afrique",Regional,"On December 11, unknown gunmen seized a vehicle belonging to the UN OCHA office in Timbuktu.",0,1548448831,MLI
2773360,466,MLI2498,2498.0,"11 December 2018",2018,2,"Violence against civilians","Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Dawsahak Ethnic Group (Mali)",7,27,"Western Africa",Mali,Gao,Menaka,Menaka,"Tin Abaw",15.7442,2.5081,2,"Reuters; RFI; Kibaru; Studio Tamani",National-International,"On December 11-12, presumed ISGS militants attacked Dawsahak camps in the area west of Tin Abaw and in Tabenkout-Tissalatene (respectively coded as Tin Abaw and Tissalatene at geoprecision 2), killing at least 42 individuals and wounding 3 others, fatalities split between events, grassland was also set blaze before the assailants withdrew toward the Nigerien border.",21,1548448832,MLI
2773372,466,MLI2496,2496.0,"10 December 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Inadiatafane,Drougama,15.3104,-2.168,1,Facebook,Other,"On December 10, unknown gunmen aboard motorbikes assassinated a village chief of the Ikorchatan (Bellah) community and his three sons in Drougama.",4,1548448832,MLI
2773373,466,MLI2497,2497.0,"10 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,"Studio Tamani",National,"On December 10, unknown gunmen attacked a truck leaving Gao for Ayorou, Niger, the occupants of the vehicle were stripped of their belongings.",0,1548448832,MLI
3027567,466,MLI2515,2515.0,"10 December 2018",2018,1,"Strategic development","JNIM: Group for Support of Islam and Muslims","Katiba Serma",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,Kisal,Regional,"On December 10, presumed Katiba Serma (JNIM) militants seized a vehicle in Nokara.",0,1550172283,MLI
2773488,466,MLI2494,2494.0,"08 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"Studio Tamani",National,"On December 8, unknown gunmen seized the vehicle of a bank director in Timbuktu, the assailants forced the owner out of the vehicle.",0,1548448832,MLI
2773489,466,MLI2495,2495.0,"08 December 2018",2018,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Segou,Segou,"Segou Commune",Segou,13.4312,-6.2492,1,"Studio Tamani",National,"On December 8, youth in Segou marched to protest against violence against women.",0,1548448832,MLI
2773525,466,MLI2476,2476.0,"08 December 2018",2018,1,Riots/Protests,"Rioters (Mali)","FSD: Front for the Safeguard of Democracy; COFOP: Coalition of Patriotic Forces; ADEMA-PASJ: Alliance for Democracy in Mali - Pan-African Party for Liberty, Solidarity and Justice",5,"Police Forces of Mali (2013-)",,1,15,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Figaro du Mali; Studio Tamani; Mali Actu; Maliweb",National,"On December 8, the opposition organized protests in Bamako, clashes erupted with security forces who dispersed gatherings by firing teargas, several protesters were wounded.",0,1548448832,MLI
2773566,466,MLI2475,2475.0,"07 December 2018",2018,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On December 7, residents in the Missabougou area of Bamako protested against dust from the roads polluting the air, they also prevented traffic access to the road between Missabougou and Yirimadio.",0,1548448832,MLI
2773599,466,MLI2492,2492.0,"06 December 2018",2018,1,"Strategic development","Police Forces of Mali (2013-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Sikasso,Koutiala,"Koutiala Commune",Koutiala,12.3917,-5.4642,2,RFI,International,"On December 6, Malian intelligence dismantled a suspected JNIM cell near Koutiala, the cell allegedly planned to carry out attacks in Abidjan, Bamako, and Ouagadougou on New Year's Eve. It is further stated that the cell was involved in the abduction of a Colombian nun in Karangasso and a double-attack in Ouagadougou.",0,1548448832,MLI
2773600,466,MLI2493,2493.0,"06 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","CRM: Malian Red Cross",7,37,"Western Africa",Mali,Gao,Bourem,Bourem,Bourem,16.955,-0.3486,1,Facebook,Other,"On December 6, unknown gunmen seized a vehicle in front the of the Red Cross office in Bourem.",0,1548448832,MLI
2773627,466,MLI2472,2472.0,"06 December 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Serma",2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,2,"Menastream; Facebook",Other-Regional,"On December 6, a Malian army vehicle was struck by an IED near Hombori on the axis Hombori-Inadiatafane (coded as Hombori at geoprecision 2), two soldiers killed and two wounded, the IED was most likely planted by Katiba Serma militants of the JNIM alliance.",2,1548448832,MLI
2773628,466,MLI2473,2473.0,"06 December 2018",2018,1,"Violence against civilians","Dozo Militia","Bambara Ethnic Group (Mali)",4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Segou,Niono,Toridaga,Kelessere,14.3638,-5.695,1,"Menastream; Jeunesse Tabital Pulaaku",Other-Regional,"On December 6, Bambara militiamen killed six members of the Fulani community in Kelessere.",6,1548448832,MLI
2773629,466,MLI2474,2474.0,"06 December 2018",2018,1,"Violence against civilians","Dozo Militia","Bambara Ethnic Group (Mali)",4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Mamba,14.0777,-4.9844,1,"Menastream; Jeunesse Tabital Pulaaku",Regional,"On December 6, Bambara militiamen attacked the village of Mamba, killing seven members of the Fulani community.",7,1548448832,MLI
3125026,466,MLI2467,2467.0,"05 December 2018",2018,1,"Battle-No change of territory","Military Forces of Mali (2013-)","Dan Na Ambassagou",1,"Fulani Ethnic Militia (Mali)","Ganda Izo",4,14,"Western Africa",Mali,Mopti,Bankass,"Kani Bozon",Sadia,14.077,-3.613,1,"AFP; ORTM TV; Le Monde; Menastream; Jeunesse Tabital Pulaaku",National-International,"On December 5, the Malian army supported by Dogon militiamen clashed with Fulani militiamen in the village of Sadia, six Fulani and one Malian soldier were killed. Some report of Ganda Izo involvement, who claimed its movement lost four Fulani combattants in the clashes (estimate likely less reliable).",7,1551123222,MLI
2773685,466,MLI2468,2468.0,"05 December 2018",2018,1,"Battle-No change of territory","GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,"GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,33,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Ouinerden,Adiora,16.0872,-1.2639,1,Facebook,Other,"On December 5, two GATIA combattants were killed amidst a shootout due to an internal dispute.",2,1548448832,MLI
2773686,466,MLI2469,2469.0,"05 December 2018",2018,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On December 5, youth movements and members of civil society inspired by the yellow vests in France staged a protest in Bamako against the extension of the mandate of deputies and the planned administrative division reform.",0,1548448832,MLI
2773687,466,MLI2470,2470.0,"05 December 2018",2018,1,Riots/Protests,"Protesters (Mali)","Journalists (Mali)",6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On December 5, a group of journalists staged a protest outside the press house in Bamako, demanding that the judiciary drops all legal proceedings against their colleague Salif Diarra.",0,1548448832,MLI
2773688,466,MLI2471,2471.0,"05 December 2018",2018,1,"Remote violence","Islamic State (Greater Sahara)","Katiba Al Mansour",2,"GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,23,"Western Africa",Mali,Gao,Gao,N'tillit,Doreye,15.8197,-0.41,2,Menastream,Regional,"On December 5, a GATIA motorbike was struck by and IED likely planted by IS or Katiba Mansour militants between Doreye and Tinkarazeina (coded as Doreye at geoprecision 2), driver severely wounded.",0,1548448832,MLI
3125013,466,MLI2513,2513.0,"05 December 2018",2018,1,"Battle-No change of territory","Dan Na Ambassagou",,4,"Fulani Ethnic Militia (Mali)",,4,44,"Western Africa",Mali,Mopti,Bankass,"Lessagou Habbe",Lessogou,13.8118,-3.6026,2,HRW,International,"On December 5, Dan Na Ambassagou militiamen surrounded the village Lessagou-Peuhl (coded as Lessogou at geoprecision 2) overwhelming the small self-defense group, and then killing 15 villagers. Coded as two separate events (one battle, one VAC).",0,1551123222,MLI
3125014,466,MLI2514,2514.0,"05 December 2018",2018,1,"Violence against civilians","Dan Na Ambassagou",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Bankass,"Lessagou Habbe",Lessogou,13.8118,-3.6026,2,HRW,International,"On December 5, Dan Na Ambassagou militiamen surrounded the village Lessagou-Peuhl (coded as Lessogou at geoprecision 2) overwhelming the small self-defense group, and then killing 15 villagers. Coded as two separate events (one battle, one VAC).",15,1551123222,MLI
2773759,466,MLI2464,2464.0,"04 December 2018",2018,2,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Tuareg Ethnic Group (Mali); Fulani Ethnic Group (Mali)",7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,Facebook,Other,"On December 4, it was reported that unknown gunmen in the past 72 hours had abducted three Tuareg and Fulani tribal leaders in the surroundings of Gossi.",0,1548448832,MLI
2773760,466,MLI2465,2465.0,"04 December 2018",2018,2,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,"Bangui Mallam",15.4031,-1.3712,2,Facebook,Other,"On December 4, it was reported that unknown gunmen in the past 72 hours had abducted a Tuareg tribal leader in the area of Bangui Mallam.",0,1548448832,MLI
2773761,466,MLI2466,2466.0,"04 December 2018",2018,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Kayes,Bafoulabe,Bafoulabe,Bafoulabe,13.8089,-10.8342,1,"Mali Actu",National,"On December 4, residents in Bafoulabe staged a protested and prevented traffic access to all entrances of the town, locals deem the town to be isolated due to the poor road conditions.",0,1548448832,MLI
2773856,466,MLI2462,2462.0,"03 December 2018",2018,1,Riots/Protests,"Protesters (Mali)","Health Workers (Mali); Labour Group (Mali)",6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On December 3, employees at the Gabriel Toure hospital staged a sit-in in protest against poor management of the hospital.",0,1548448832,MLI
2773857,466,MLI2463,2463.0,"03 December 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Koulikoro,Banamba,Toukoroba,Dandougou,13.5591,-7.09,1,"Studio Tamani",National,"On December 3, presumed Katiba Macina militants whipped two women for not wearing veils.",0,1548448832,MLI
2773923,466,MLI2460,2460.0,"02 December 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Police Forces of Mali (2013-) Gendarmerie",,1,12,"Western Africa",Mali,Segou,San,Kava,Kimparana,12.837,-4.9258,1,Menastream,Regional,"On December 2, presumed Katiba Macina militants attacked a gendarmerie checkpoint in Kimparana, post destroyed, no casualties reported.",0,1548448832,MLI
2773924,466,MLI2461,2461.0,"02 December 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Sikasso,Kolondieba,Fakola,Fakola,10.5505,-6.9163,2,Menastream,Regional,"On December 2, unknown gunmen opened fire against a civilian vehicle near Fakola, the driver was wounded.",0,1548448832,MLI
2773959,466,MLI2456,2456.0,"01 December 2018",2018,1,"Strategic development","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Mopti,Mopti,Dialloube,Saba,14.9477,-4.1726,2,Menastream,Regional,"On December 1st the Malian army discovered and neutralized an IED between the villages of Saba and Dialloube (coded as Saba at geoprecision 2).",0,1548448832,MLI
